14640	FunctionUtils.java	sample	n	int	0	NIL-FOR	i < $
3297	FuzzyKMeansClusterer.java	cluster	size	int	0	NumberIsTooSmallException	$ < k
3298	FuzzyKMeansClusterer.java	cluster	size	int	0	RET	$ == 0
14247	FuzzyKMeansClusterer.java	cluster	i	int	0	NIL-FOR	$ < k
14253	FuzzyKMeansClusterer.java	initializeMembershipMatrix	j	int	0	NIL-FOR	$ < k
13711	GTest.java	g	observed	long[]	0	NIL-FOR	i < $.length
13712	GTest.java	g	observed	long[]	0	NIL-FOR	i < $.length
2427	GTest.java	gTest	alpha	double	0	OutOfRangeException	$ <= 0
13713	GTest.java	entropy	k	long[][]	0	NIL-FOR	i < $.length
13715	GTest.java	entropy	k	long[][]	0	NIL-FOR	i < $.length
13717	GTest.java	entropy	k	long[]	0	NIL-FOR	i < $.length
13718	GTest.java	entropy	k	long[]	0	NIL-FOR	i < $.length
13719	GTest.java	gDataSetsComparison	observed1	long[]	0	NIL-FOR	i < $.length
2433	GTest.java	gDataSetsComparison	countSum1	long	0	ZeroException	$ == 0
2433	GTest.java	gDataSetsComparison	countSum2	long	0	ZeroException	$ == 0
2435	GTest.java	gTestDataSetsComparison	alpha	double	0	OutOfRangeException	$ <= 0
3329	Gamma.java	logGamma	x	double	1	DEF	Double.isNaN($)
14264	Gamma.java	logGamma	n	int	0	NIL-FOR	i <= $
3333	Gamma.java	regularizedGammaP	a	double	1	DEF	Double.isNaN($)
3333	Gamma.java	regularizedGammaP	x	double	1	DEF	Double.isNaN($)
3333	Gamma.java	regularizedGammaP	x	double	1	DEF	$ < 0.0
3334	Gamma.java	regularizedGammaP	x	double	1	DEF	$ == 0.0
3337	Gamma.java	regularizedGammaP	sum	double	1	DEF	Double.isInfinite($)
3338	Gamma.java	regularizedGammaQ	a	double	1	DEF	Double.isNaN($)
3338	Gamma.java	regularizedGammaQ	x	double	1	DEF	$ < 0.0
3338	Gamma.java	regularizedGammaQ	x	double	1	DEF	Double.isNaN($)
3339	Gamma.java	regularizedGammaQ	x	double	1	DEF	$ == 0.0
3341	Gamma.java	digamma	x	double	0	RET	$ > 0
3343	Gamma.java	trigamma	x	double	0	RET	$ > 0
14266	Gamma.java	lanczos	i	int	0	NIL-FOR	$ > 0
3347	Gamma.java	invGamma1pm1	t	double	1	DEF	$ < 0.0
1257	GammaDistribution.java	GammaDistribution	shape	double	0	NotStrictlyPositiveException	$ <= 0
1258	GammaDistribution.java	GammaDistribution	scale	double	0	NotStrictlyPositiveException	$ <= 0
1259	GammaDistribution.java	density	x	double	0	RET	$ < 0
1261	GammaDistribution.java	cumulativeProbability	x	double	1	DEF	$ <= 0
1266	GammaDistribution.java	sample	v	double	0	DEF	$ <= 0
14777	GaussIntegratorFactory.java	transform	points	double[]	0	NIL-FOR	i < $.length
3103	GaussNewtonOptimizer.java	doOptimize	checker	ConvergenceChecker<PointVectorValuePair>	0	NullArgumentException	$ == null
14146	GaussNewtonOptimizer.java	doOptimize	nR	int	0	NIL-FOR	i < $
14147	GaussNewtonOptimizer.java	doOptimize	converged	boolean	0	NIL-FOR	$
14148	GaussNewtonOptimizer.java	doOptimize	nR	int	0	NIL-FOR	i < $
14149	GaussNewtonOptimizer.java	doOptimize	j	int	0	NIL-FOR	$ < nC
14149	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	j < $
14150	GaussNewtonOptimizer.java	doOptimize	k	int	0	NIL-FOR	$ < nC
14150	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	k < $
14151	GaussNewtonOptimizer.java	doOptimize	l	int	0	NIL-FOR	$ < nC
3104	GaussNewtonOptimizer.java	doOptimize	previous	PointVectorValuePair	0	RET	$ != null
3105	GaussNewtonOptimizer.java	doOptimize	converged	boolean	0	RET	$
14152	GaussNewtonOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < nC
14152	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	i < $
1963	GaussNewtonOptimizer.java	doOptimize	checker	ConvergenceChecker<PointVectorValuePair>	0	NullArgumentException	$ == null
13440	GaussNewtonOptimizer.java	doOptimize	nR	int	0	NIL-FOR	i < $
13441	GaussNewtonOptimizer.java	doOptimize	converged	boolean	0	NIL-FOR	$
13442	GaussNewtonOptimizer.java	doOptimize	nR	int	0	NIL-FOR	i < $
13443	GaussNewtonOptimizer.java	doOptimize	j	int	0	NIL-FOR	$ < nC
13443	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	j < $
13444	GaussNewtonOptimizer.java	doOptimize	k	int	0	NIL-FOR	$ < nC
13444	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	k < $
13445	GaussNewtonOptimizer.java	doOptimize	l	int	0	NIL-FOR	$ < nC
13446	GaussNewtonOptimizer.java	doOptimize	i	int	0	NIL-FOR	$ < nC
13446	GaussNewtonOptimizer.java	doOptimize	nC	int	0	NIL-FOR	i < $
1964	GaussNewtonOptimizer.java	doOptimize	previous	PointVectorValuePair	0	RET	$ != null
1965	GaussNewtonOptimizer.java	doOptimize	converged	boolean	0	RET	$
4024	Gaussian.java	Gaussian	sigma	double	0	NotStrictlyPositiveException	$ <= 0
14624	Gaussian.java	value	k	int	0	NIL-FOR	$ >= 0
3232	GeneticAlgorithm.java	GeneticAlgorithm	crossoverRate	double	0	OutOfRangeException	$ < 0
3232	GeneticAlgorithm.java	GeneticAlgorithm	crossoverRate	double	0	OutOfRangeException	$ > 1
3233	GeneticAlgorithm.java	GeneticAlgorithm	mutationRate	double	0	OutOfRangeException	$ < 0
3233	GeneticAlgorithm.java	GeneticAlgorithm	mutationRate	double	0	OutOfRangeException	$ > 1
1217	GeometricDistribution.java	GeometricDistribution	p	double	0	OutOfRangeException	$ > 1
1217	GeometricDistribution.java	GeometricDistribution	p	double	0	OutOfRangeException	$ <= 0
1218	GeometricDistribution.java	probability	x	int	1	DEF	$ < 0
1219	GeometricDistribution.java	cumulativeProbability	x	int	1	DEF	$ < 0
14722	GradientFunction.java	value	point	double[]	0	NIL-FOR	i < $.length
14723	GradientFunction.java	value	point	double[]	0	NIL-FOR	i < $.length
14327	GraggBulirschStoerIntegrator.java	initializeArrays	size	int	0	NIL-FOR	k < $
14328	GraggBulirschStoerIntegrator.java	initializeArrays	size	int	0	NIL-FOR	k < $
14329	GraggBulirschStoerIntegrator.java	initializeArrays	size	int	0	NIL-FOR	k < $
14330	GraggBulirschStoerIntegrator.java	initializeArrays	l	int	0	NIL-FOR	$ < k
3428	GraggBulirschStoerIntegrator.java	setInterpolationControl	mudifControlParameter	int	1	DEF	$ <= 0
14331	GraggBulirschStoerIntegrator.java	rescale	scale	double[]	0	NIL-FOR	i < $.length
14332	GraggBulirschStoerIntegrator.java	rescale	scale	double[]	0	NIL-FOR	i < $.length
14333	GraggBulirschStoerIntegrator.java	tryStep	y0	double[]	0	NIL-FOR	i < $.length
14334	GraggBulirschStoerIntegrator.java	tryStep	j	int	0	NIL-FOR	$ < n
14334	GraggBulirschStoerIntegrator.java	tryStep	n	int	0	NIL-FOR	j < $
14335	GraggBulirschStoerIntegrator.java	tryStep	y0	double[]	0	NIL-FOR	i < $.length
14338	GraggBulirschStoerIntegrator.java	tryStep	y0	double[]	0	NIL-FOR	i < $.length
14339	GraggBulirschStoerIntegrator.java	extrapolate	j	int	0	NIL-FOR	$ < k
14339	GraggBulirschStoerIntegrator.java	extrapolate	k	int	0	NIL-FOR	j < $
14340	GraggBulirschStoerIntegrator.java	extrapolate	last	double[]	0	NIL-FOR	i < $.length
14341	GraggBulirschStoerIntegrator.java	extrapolate	last	double[]	0	NIL-FOR	i < $.length
3434	GraggBulirschStoerIntegrator.java	integrate	newStep	boolean	0	DEF	$
3435	GraggBulirschStoerIntegrator.java	integrate	firstStepAlreadyComputed	boolean	0	DEF	$
3436	GraggBulirschStoerIntegrator.java	integrate	firstTime	boolean	0	DEF	$
3437	GraggBulirschStoerIntegrator.java	integrate	forward	boolean	0	DEF	$
3437	GraggBulirschStoerIntegrator.java	integrate	forward	boolean	0	DEF	$
14346	GraggBulirschStoerIntegrator.java	integrate	loop	boolean	0	NIL-FOR	$
3439	GraggBulirschStoerIntegrator.java	integrate	k	int	0	DEF	$ > 0
3440	GraggBulirschStoerIntegrator.java	integrate	k	int	1	DEF	$ > 1
3441	GraggBulirschStoerIntegrator.java	integrate	targetIter	int	0	DEF	$ > 1
3441	GraggBulirschStoerIntegrator.java	integrate	previousRejected	boolean	0	DEF	$
3444	GraggBulirschStoerIntegrator.java	integrate	targetIter	int	0	DEF	$ > 1
3447	GraggBulirschStoerIntegrator.java	integrate	targetIter	int	0	DEF	$ > 1
3449	GraggBulirschStoerIntegrator.java	integrate	targetIter	int	0	DEF	$ > 1
3450	GraggBulirschStoerIntegrator.java	integrate	firstTime	boolean	0	DEF	$
3451	GraggBulirschStoerIntegrator.java	integrate	reject	boolean	0	DEF	$
3452	GraggBulirschStoerIntegrator.java	integrate	reject	boolean	0	DEF	$
14348	GraggBulirschStoerIntegrator.java	integrate	k	int	0	NIL-FOR	j <= $
14350	GraggBulirschStoerIntegrator.java	integrate	y0	double[]	0	NIL-FOR	i < $.length
14352	GraggBulirschStoerIntegrator.java	integrate	y0	double[]	0	NIL-FOR	i < $.length
14353	GraggBulirschStoerIntegrator.java	integrate	y0	double[]	0	NIL-FOR	i < $.length
14354	GraggBulirschStoerIntegrator.java	integrate	k	int	0	NIL-FOR	j <= $
14356	GraggBulirschStoerIntegrator.java	integrate	y0	double[]	0	NIL-FOR	i < $.length
3453	GraggBulirschStoerIntegrator.java	integrate	mu	int	0	DEF	$ >= 0
3456	GraggBulirschStoerIntegrator.java	integrate	reject	boolean	0	DEF	$
3457	GraggBulirschStoerIntegrator.java	integrate	k	int	1	DEF	$ == 1
3458	GraggBulirschStoerIntegrator.java	integrate	previousRejected	boolean	0	DEF	$
3464	GraggBulirschStoerIntegrator.java	integrate	previousRejected	boolean	1	DEF	$
3466	GraggBulirschStoerIntegrator.java	integrate	targetIter	int	1	DEF	k < $
3467	GraggBulirschStoerIntegrator.java	integrate	forward	boolean	0	DEF	$
3468	GraggBulirschStoerIntegrator.java	integrate	reject	boolean	1	DEF	$
3495	GraggBulirschStoerStepInterpolator.java	resetTables	maxDegree	int	1	DEF	$ < 0
14393	GraggBulirschStoerStepInterpolator.java	resetTables	newPols	double[][]	0	NIL-FOR	i < $.length
14394	GraggBulirschStoerStepInterpolator.java	resetTables	newPols	double[][]	0	NIL-FOR	i < $.length
14396	GraggBulirschStoerStepInterpolator.java	resetTables	i	int	0	NIL-FOR	j <= $
3499	GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	RET	$ < 0
3500	GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	DEF	$ > 0
3501	GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	DEF	$ > 1
14398	GraggBulirschStoerStepInterpolator.java	computeCoefficients	mu	int	0	NIL-FOR	j <= $
14399	GraggBulirschStoerStepInterpolator.java	estimateError	scale	double[]	0	NIL-FOR	i < $.length
14400	GraggBulirschStoerStepInterpolator.java	computeInterpolatedStateAndDerivatives	i	int	0	NIL-FOR	$ < dimension
14400	GraggBulirschStoerStepInterpolator.java	computeInterpolatedStateAndDerivatives	dimension	int	0	NIL-FOR	i < $
14403	GraggBulirschStoerStepInterpolator.java	writeExternal	l	int	0	NIL-FOR	$ < dimension
14405	GraggBulirschStoerStepInterpolator.java	readExternal	l	int	0	NIL-FOR	$ < dimension
3116	HaltonSequenceGenerator.java	HaltonSequenceGenerator	weights	int[]	0	DimensionMismatchException	$ != null
14166	HaltonSequenceGenerator.java	nextVector	THIS	HaltonSequenceGenerator	0	NIL-FOR	i < $.dimension
14166	HaltonSequenceGenerator.java	nextVector	i	int	0	NIL-FOR	$ < dimension
14167	HaltonSequenceGenerator.java	nextVector	index	int	0	NIL-WHILE	$ > 0
14625	HarmonicOscillator.java	value	f	double[]	0	NIL-FOR	i < $.length
14539	HermiteInterpolator.java	addSamplePoint	value	double[]	0	NIL-FOR	i < $.length
3952	HermiteInterpolator.java	addSamplePoint	i	int	0	DEF	$ > 1
14540	HermiteInterpolator.java	addSamplePoint	y	double[]	0	NIL-FOR	j < $.length
14541	HermiteInterpolator.java	addSamplePoint	j	int	0	NIL-FOR	$ < n
14541	HermiteInterpolator.java	addSamplePoint	n	int	0	NIL-FOR	j < $
3953	HermiteInterpolator.java	addSamplePoint	inv	double	0	ZeroException	Double.isInfinite($)
14543	HermiteInterpolator.java	getPolynomials	polynomials	PolynomialFunction[]	0	NIL-FOR	i < $.length
4279	HermiteRuleFactory.java	computeRule	numberOfPoints	int	0	RET	$ == 1
14766	HermiteRuleFactory.java	computeRule	iMax	int	0	NIL-FOR	i < $
14767	HermiteRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
14768	HermiteRuleFactory.java	computeRule	done	boolean	0	NIL-WHILE	$
14769	HermiteRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
4280	HermiteRuleFactory.java	computeRule	done	boolean	0	DEF	$
14770	HermiteRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
12724	HessenbergTransformer.java	getP	i	int	0	NIL-FOR	$ < n
12724	HessenbergTransformer.java	getP	n	int	0	NIL-FOR	i < $
12725	HessenbergTransformer.java	getP	j	int	0	NIL-FOR	$ < n
12725	HessenbergTransformer.java	getP	n	int	0	NIL-FOR	j < $
12727	HessenbergTransformer.java	getP	high	int	0	NIL-FOR	i <= $
12728	HessenbergTransformer.java	getP	high	int	0	NIL-FOR	j <= $
12729	HessenbergTransformer.java	getP	high	int	0	NIL-FOR	i <= $
12730	HessenbergTransformer.java	getP	high	int	0	NIL-FOR	i <= $
12731	HessenbergTransformer.java	getH	i	int	0	NIL-FOR	$ < m
12731	HessenbergTransformer.java	getH	m	int	0	NIL-FOR	i < $
1404	HessenbergTransformer.java	getH	i	int	0	DEF	$ > 0
12732	HessenbergTransformer.java	getH	j	int	0	NIL-FOR	$ < m
12732	HessenbergTransformer.java	getH	m	int	0	NIL-FOR	j < $
12734	HessenbergTransformer.java	transform	high	int	0	NIL-FOR	i <= $
12736	HessenbergTransformer.java	transform	j	int	0	NIL-FOR	$ < n
12736	HessenbergTransformer.java	transform	n	int	0	NIL-FOR	j < $
12738	HessenbergTransformer.java	transform	high	int	0	NIL-FOR	i <= $
12739	HessenbergTransformer.java	transform	high	int	0	NIL-FOR	i <= $
12741	HessenbergTransformer.java	transform	high	int	0	NIL-FOR	j <= $
1129	HypergeometricDistribution.java	HypergeometricDistribution	populationSize	int	0	NotStrictlyPositiveException	$ <= 0
1130	HypergeometricDistribution.java	HypergeometricDistribution	numberOfSuccesses	int	0	NotPositiveException	$ < 0
1131	HypergeometricDistribution.java	HypergeometricDistribution	sampleSize	int	0	NotPositiveException	$ < 0
3110	ISAACRandom.java	setSeed	seed	int[]	0	RET	$ == null
14157	ISAACRandom.java	setSeed	rslLen	int	0	NIL-FOR	j < $
189	Incrementor.java	Incrementor	cb	MaxCountExceededCallback	0	NullArgumentException	$ == null
12400	Incrementor.java	incrementCount	value	int	0	NIL-FOR	i < $
808	IntervalsSet.java	buildTree	lower	double	0	RET	$ < 0
808	IntervalsSet.java	buildTree	lower	double	0	RET	Double.isInfinite($)
809	IntervalsSet.java	buildTree	upper	double	0	RET	Double.isInfinite($)
809	IntervalsSet.java	buildTree	upper	double	0	RET	$ > 0
810	IntervalsSet.java	buildTree	upper	double	0	RET	$ > 0
810	IntervalsSet.java	buildTree	upper	double	0	RET	Double.isInfinite($)
812	IntervalsSet.java	computeGeometricalProperties	size	double	1	DEF	Double.isInfinite($)
4291	IterativeLegendreGaussIntegrator.java	IterativeLegendreGaussIntegrator	n	int	0	NotStrictlyPositiveException	$ <= 0
14778	IterativeLegendreGaussIntegrator.java	stage	i	int	0	NIL-FOR	$ < n
14778	IterativeLegendreGaussIntegrator.java	stage	n	int	0	NIL-FOR	i < $
12655	JacobiPreconditioner.java	create	i	int	0	NIL-FOR	$ < n
12655	JacobiPreconditioner.java	create	n	int	0	NIL-FOR	i < $
12656	JacobiPreconditioner.java	create	i	int	0	NIL-FOR	$ < n
12656	JacobiPreconditioner.java	create	n	int	0	NIL-FOR	i < $
14641	JacobianFunction.java	value	point	double[]	0	NIL-FOR	i < $.length
14642	JacobianFunction.java	value	dsY	DerivativeStructure[]	0	NIL-FOR	i < $.length
14643	JacobianFunction.java	value	point	double[]	0	NIL-FOR	j < $.length
3553	JacobianMatrices.java	JacobianMatrices	parameters	String	1	DEF	$ == null
14441	JacobianMatrices.java	JacobianMatrices	parameters	String	0	NIL-FOR	i < $.length
3273	KMeansPlusPlusClusterer.java	cluster	emptyCluster	boolean	0	RET	$
3273	KMeansPlusPlusClusterer.java	cluster	changes	int	0	RET	$ == 0
14237	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
14239	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
14240	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
3279	KMeansPlusPlusClusterer.java	chooseInitialCenters	nextPointIndex	int	0	DEF	$ == -1
14241	KMeansPlusPlusClusterer.java	chooseInitialCenters	i	int	0	NIL-FOR	$ >= 0
3281	KMeansPlusPlusClusterer.java	chooseInitialCenters	nextPointIndex	int	1	DEF	$ >= 0
14242	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	j < $
3287	KMeansPlusPlusClusterer.java	getPointFromLargestVarianceCluster	selected	Cluster<T>	0	ConvergenceException	$ == null
3289	KMeansPlusPlusClusterer.java	getPointFromLargestNumberCluster	selected	Cluster<T>	0	ConvergenceException	$ == null
3291	KMeansPlusPlusClusterer.java	getFarthestPoint	selectedCluster	Cluster<T>	0	ConvergenceException	$ == null
14244	KMeansPlusPlusClusterer.java	centroidOf	centroid	double[]	0	NIL-FOR	i < $.length
14245	KMeansPlusPlusClusterer.java	centroidOf	centroid	double[]	0	NIL-FOR	i < $.length
13723	KMeansPlusPlusClusterer.java	cluster	numTrials	int	0	NIL-FOR	i < $
2450	KMeansPlusPlusClusterer.java	cluster	emptyCluster	boolean	0	RET	$
2450	KMeansPlusPlusClusterer.java	cluster	changes	int	0	RET	$ == 0
13725	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
13727	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
13728	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	i < $
2456	KMeansPlusPlusClusterer.java	chooseInitialCenters	nextPointIndex	int	0	DEF	$ == -1
13729	KMeansPlusPlusClusterer.java	chooseInitialCenters	i	int	0	NIL-FOR	$ >= 0
2458	KMeansPlusPlusClusterer.java	chooseInitialCenters	nextPointIndex	int	1	DEF	$ >= 0
13730	KMeansPlusPlusClusterer.java	chooseInitialCenters	numPoints	int	0	NIL-FOR	j < $
2464	KMeansPlusPlusClusterer.java	getPointFromLargestVarianceCluster	selected	Cluster<T>	0	ConvergenceException	$ == null
2466	KMeansPlusPlusClusterer.java	getPointFromLargestNumberCluster	selected	Cluster<T>	0	ConvergenceException	$ == null
2468	KMeansPlusPlusClusterer.java	getFarthestPoint	selectedCluster	Cluster<T>	0	ConvergenceException	$ == null
8	KalmanFilter.java	predict	u	RealVector	0	DimensionMismatchException	$ != null
9	KalmanFilter.java	predict	u	RealVector	0	DEF	$ != null
1269	KolmogorovSmirnovDistribution.java	KolmogorovSmirnovDistribution	n	int	0	NotStrictlyPositiveException	$ <= 0
12518	KolmogorovSmirnovDistribution.java	roundedK	i	int	0	NIL-FOR	$ < m
12518	KolmogorovSmirnovDistribution.java	roundedK	m	int	0	NIL-FOR	i < $
12519	KolmogorovSmirnovDistribution.java	roundedK	j	int	0	NIL-FOR	$ < m
12519	KolmogorovSmirnovDistribution.java	roundedK	m	int	0	NIL-FOR	j < $
12521	KolmogorovSmirnovDistribution.java	createH	i	int	0	NIL-FOR	$ < m
12521	KolmogorovSmirnovDistribution.java	createH	m	int	0	NIL-FOR	i < $
12522	KolmogorovSmirnovDistribution.java	createH	j	int	0	NIL-FOR	$ < m
12522	KolmogorovSmirnovDistribution.java	createH	m	int	0	NIL-FOR	j < $
12523	KolmogorovSmirnovDistribution.java	createH	i	int	0	NIL-FOR	$ < m
12523	KolmogorovSmirnovDistribution.java	createH	m	int	0	NIL-FOR	i < $
12524	KolmogorovSmirnovDistribution.java	createH	i	int	0	NIL-FOR	$ < m
12524	KolmogorovSmirnovDistribution.java	createH	m	int	0	NIL-FOR	i < $
12525	KolmogorovSmirnovDistribution.java	createH	i	int	0	NIL-FOR	$ < m
12525	KolmogorovSmirnovDistribution.java	createH	m	int	0	NIL-FOR	i < $
12533	LUDecomposition.java	LUDecomposition	row	int	0	NIL-FOR	$ < m
12533	LUDecomposition.java	LUDecomposition	m	int	0	NIL-FOR	row < $
12534	LUDecomposition.java	LUDecomposition	col	int	0	NIL-FOR	$ < m
12534	LUDecomposition.java	LUDecomposition	m	int	0	NIL-FOR	col < $
12535	LUDecomposition.java	LUDecomposition	col	int	0	NIL-FOR	row < $
12536	LUDecomposition.java	LUDecomposition	row	int	0	NIL-FOR	i < $
12537	LUDecomposition.java	LUDecomposition	row	int	0	NIL-FOR	$ < m
12537	LUDecomposition.java	LUDecomposition	m	int	0	NIL-FOR	row < $
12538	LUDecomposition.java	LUDecomposition	col	int	0	NIL-FOR	i < $
12539	LUDecomposition.java	LUDecomposition	i	int	0	NIL-FOR	$ < m
12539	LUDecomposition.java	LUDecomposition	m	int	0	NIL-FOR	i < $
12540	LUDecomposition.java	LUDecomposition	row	int	0	NIL-FOR	$ < m
12540	LUDecomposition.java	LUDecomposition	m	int	0	NIL-FOR	row < $
12541	LUDecomposition.java	getL	i	int	0	NIL-FOR	$ < m
12541	LUDecomposition.java	getL	m	int	0	NIL-FOR	i < $
12542	LUDecomposition.java	getL	i	int	0	NIL-FOR	j < $
12543	LUDecomposition.java	getU	i	int	0	NIL-FOR	$ < m
12543	LUDecomposition.java	getU	m	int	0	NIL-FOR	i < $
12544	LUDecomposition.java	getU	j	int	0	NIL-FOR	$ < m
12544	LUDecomposition.java	getU	m	int	0	NIL-FOR	j < $
12545	LUDecomposition.java	getP	i	int	0	NIL-FOR	$ < m
12545	LUDecomposition.java	getP	m	int	0	NIL-FOR	i < $
12546	LUDecomposition.java	getDeterminant	i	int	0	NIL-FOR	$ < m
12546	LUDecomposition.java	getDeterminant	m	int	0	NIL-FOR	i < $
14639	LaguerreSolver.java	laguerre	root	Complex[]	0	NIL-FOR	i < $.length
13876	LeastSquaresConverter.java	value	residuals	double[]	0	NIL-FOR	i < $.length
13877	LeastSquaresConverter.java	value	residuals	double[]	0	NIL-FOR	i < $.length
13372	LeastSquaresConverter.java	value	residuals	double[]	0	NIL-FOR	i < $.length
13373	LeastSquaresConverter.java	value	residuals	double[]	0	NIL-FOR	i < $.length
14780	LegendreGaussIntegrator.java	stage	i	int	0	NIL-FOR	$ < n
14780	LegendreGaussIntegrator.java	stage	n	int	0	NIL-FOR	i < $
4272	LegendreHighPrecisionRuleFactory.java	computeRule	numberOfPoints	int	0	RET	$ == 1
14759	LegendreHighPrecisionRuleFactory.java	computeRule	iMax	int	0	NIL-FOR	i < $
14760	LegendreHighPrecisionRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
14761	LegendreHighPrecisionRuleFactory.java	computeRule	done	boolean	0	NIL-WHILE	$
14762	LegendreHighPrecisionRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
4273	LegendreHighPrecisionRuleFactory.java	computeRule	done	boolean	0	DEF	$
14763	LegendreHighPrecisionRuleFactory.java	computeRule	numberOfPoints	int	0	NIL-FOR	j < $
4283	LegendreRuleFactory.java	computeRule	numberOfPoints	int	0	RET	$ == 1
14771	LegendreRuleFactory.java	computeRule	iMax	int	0	NIL-FOR	i < $
